src_id,dst_id,weight
56,234,0.0513
56,23,0.1026
56,29,0.1538
56,143,0.0513
56,291,0.0513
56,16,0.1538
56,120,0.1026
56,288,0.0513
56,302,0.0513
56,1,0.0513
56,66,0.0513
56,84,0.1538
56,2,0.1026
56,36,0.1026
56,261,0.0513
56,85,0.2308
56,223,0.0513
56,164,0.1538
56,106,0.0513
56,189,0.1026
56,321,0.1026
56,297,0.0513
56,69,0.1026
56,203,0.0513
56,394,0.1026
56,117,0.0513
56,356,0.0513
56,403,0.0513
56,61,0.2564
56,130,0.0513
56,30,0.2051
56,280,0.1026
56,131,0.0513
56,47,0.1026
67,50,0.1026
67,12,0.2051
67,191,0.1538
67,247,0.0513
67,208,0.0513
67,28,0.1282
67,171,0.0513
67,103,0.1026
67,4,0.1795
67,305,0.1026
67,122,0.0513
67,339,0.1538
67,54,0.1026
67,267,0.0513
67,25,0.1026
67,76,0.1026
67,62,0.0513
67,34,0.1026
67,18,0.0513
67,134,0.0513
67,240,0.0513
67,341,0.0513
67,22,0.2308
67,5,0.1026
67,89,0.1538
67,90,0.0513
67,372,0.1026
67,92,0.0513
67,147,0.2051
67,17,0.1538
67,162,0.0513
67,343,0.1026
67,428,0.0513
67,337,0.0256
67,177,0.2308
67,82,0.0513
67,20,0.0513
67,3,0.2308
67,112,0.1538
67,23,0.1026
67,29,0.1538
67,143,0.0513
67,123,0.1538
67,16,0.1795
67,74,0.1538
67,180,0.1026
67,66,0.1026
67,84,0.1538
67,142,0.1538
67,359,0.0513
67,32,0.1538
67,85,0.0513
67,199,0.1795
67,164,0.0513
67,106,0.0513
67,189,0.2308
67,248,0.2051
67,321,0.0513
67,87,0.0513
67,114,0.0513
67,69,0.0513
67,203,0.0513
67,427,0.0513
67,409,0.1026
67,212,0.0513
67,117,0.1026
67,61,0.1026
67,130,0.1026
67,30,0.1026
67,131,0.1026
67,81,0.0513
67,27,0.0513
67,47,0.0513
0,338,0.1538
0,200,0.359
0,304,0.359
0,410,0.3077
0,204,0.3333
0,100,0.0513
0,60,0.3846
0,28,0.1538
0,168,0.0513
0,411,0.2051
0,107,0.359
0,490,0.0513
0,182,0.0513
0,4,0.2051
0,423,0.3333
0,211,0.2821
0,31,0.4103
0,255,0.4103
0,98,0.4615
0,224,0.359
0,397,0.2051
0,448,0.3077
0,70,0.359
0,14,0.5641
0,7,0.5385
0,486,0.1538
0,58,0.4103
0,62,0.1538
0,34,0.1538
0,18,0.0513
0,44,0.359
0,225,0.0513
0,22,0.2564
0,79,0.4103
0,5,0.2821
0,179,0.3077
0,174,0.1026
0,491,0.1538
0,71,0.0513
0,474,0.2308
0,387,0.0769
0,137,0.0769
0,226,0.3077
0,72,0.4615
0,48,0.4615
0,13,0.1026
0,237,0.4615
0,335,0.4615
0,8,0.4359
0,91,0.0513
0,476,0.0513
0,46,0.359
0,6,0.4872
0,94,0.3846
0,3,0.4103
0,138,0.0513
0,477,0.2051
0,271,0.0513
0,23,0.2051
0,29,0.2051
0,345,0.1795
0,217,0.4103
0,51,0.4103
0,116,0.2564
0,284,0.359
0,49,0.3846
0,15,0.6154
0,263,0.3333
0,59,0.3846
0,129,0.4615
0,231,0.3077
0,16,0.1538
0,429,0.2051
0,241,0.2051
0,33,0.0513
0,374,0.3333
0,424,0.2051
0,1,1.0
0,401,0.359
0,349,0.4103
0,139,0.2308
0,32,0.4615
0,42,0.4615
0,229,0.359
0,458,0.0513
0,155,0.1538
0,233,0.1538
0,334,0.1538
0,201,0.4615
0,393,0.359
0,471,0.2051
0,259,0.4103
0,299,0.0513
0,133,0.4103
0,239,0.359
0,220,0.1026
0,367,0.3077
0,330,0.0513
0,68,0.3077
0,45,0.5128
0,270,0.1282
0,310,0.2308
0,227,0.1026
0,159,0.3846
0,109,0.3077
0,292,0.2051
0,355,0.2051
0,145,0.4103
0,114,0.1538
0,444,0.1282
0,282,0.0513
0,111,0.3846
0,460,0.2564
0,461,0.3077
0,386,0.0513
0,81,0.1538
0,27,0.3077
0,47,0.0513
338,100,0.1026
338,60,0.0513
338,107,0.0513
338,182,0.3077
338,31,0.1026
338,452,0.1282
338,44,0.0513
338,79,0.0513
338,72,0.0513
338,8,0.1026
338,94,0.0513
338,51,0.0513
338,15,0.2564
338,32,0.1026
338,155,0.0513
338,27,0.1026
50,193,0.4103
