src_id,dst_id,weight
247,372,0.0513
247,266,0.0513
247,17,0.1026
247,77,0.1026
247,132,0.1538
247,177,0.1026
247,3,0.1282
247,271,0.0513
247,158,0.0513
247,318,0.0513
247,258,0.0513
247,291,0.0513
247,74,0.1026
247,142,0.1026
247,110,0.1026
247,399,0.0513
247,106,0.0513
247,172,0.0513
247,69,0.1026
247,203,0.0513
247,186,0.1026
417,124,0.0513
417,166,0.0513
417,4,0.0513
417,267,0.0513
417,277,0.0513
417,134,0.0513
417,44,0.1026
417,156,0.1026
417,169,0.0513
417,281,0.0513
417,177,0.0256
417,20,0.0513
417,278,0.0513
417,153,0.0513
417,29,0.0513
417,143,0.0513
417,344,0.0256
417,120,0.0513
417,202,0.0513
417,36,0.1282
417,87,0.0513
417,93,0.1026
238,326,0.0513
238,339,0.0513
238,54,0.1026
238,267,0.0513
238,134,0.0513
238,22,0.0513
238,5,0.1026
238,309,0.0513
238,90,0.0513
238,8,0.0513
238,336,0.0769
238,281,0.0513
238,492,0.0513
238,20,0.1026
238,3,0.1026
238,99,0.0513
238,29,0.0513
238,120,0.0513
238,66,0.0513
238,84,0.1282
238,36,0.0513
238,85,0.0513
238,164,0.1026
238,297,0.2051
238,203,0.0513
238,356,0.1282
238,403,0.1026
238,280,0.0513
208,326,0.0513
208,311,0.0513
208,312,0.0513
208,166,0.0513
208,171,0.0513
208,268,0.0513
208,351,0.0513
208,339,0.0513
208,128,0.0513
208,196,0.0513
208,136,0.0513
208,62,0.0513
208,240,0.0513
208,175,0.0513
208,176,0.0513
208,309,0.0513
208,317,0.0513
208,328,0.0513
208,161,0.0513
208,343,0.0513
208,281,0.0513
208,492,0.0513
208,213,0.0513
208,99,0.0513
208,23,0.0513
208,29,0.0513
208,143,0.0513
208,392,0.0513
208,456,0.0513
208,163,0.0513
208,142,0.0513
208,36,0.0513
208,261,0.0513
208,85,0.0513
208,232,0.0513
208,199,0.0513
208,164,0.0513
208,402,0.0513
208,106,0.0513
208,421,0.0513
208,189,0.0513
208,248,0.0513
208,87,0.0513
208,260,0.0513
208,203,0.0513
208,93,0.0513
208,409,0.0513
208,394,0.0513
208,497,0.0513
208,207,0.0513
208,280,0.1026
208,131,0.0513
208,446,0.0513
410,107,0.0769
410,31,0.1026
410,397,0.1026
410,70,0.1026
410,14,0.0513
410,7,0.1026
410,58,0.0513
410,226,0.0513
410,48,0.0513
410,46,0.0769
410,94,0.0513
410,51,0.1538
410,116,0.0769
410,15,0.1026
410,59,0.0513
410,1,0.0513
410,32,0.1026
410,111,0.1026
124,451,0.0769
124,28,0.1026
124,4,0.1026
124,122,0.0513
124,54,0.0513
124,267,0.1538
124,39,0.0513
124,277,0.2051
124,62,0.1026
124,34,0.1026
124,18,0.1026
124,134,0.0513
124,44,0.1026
124,156,0.1538
124,22,0.0513
124,295,0.0513
124,301,0.1026
124,5,0.0513
124,176,0.2564
124,309,0.0513
124,169,0.0513
124,296,0.0513
124,222,0.0513
124,90,0.0513
124,147,0.1026
124,380,0.0513
124,161,0.0513
124,276,0.0513
124,17,0.0513
124,391,0.0513
124,281,0.0513
124,492,0.0513
124,177,0.1026
124,99,0.1538
124,112,0.1026
124,419,0.0513
124,143,0.1026
124,16,0.0513
124,74,0.0513
124,344,0.1026
124,120,0.0513
124,202,0.0513
124,163,0.0513
124,430,0.0513
124,359,0.1026
124,36,0.2564
124,232,0.0513
124,480,0.0513
124,321,0.0513
124,389,0.1795
124,114,0.0513
124,93,0.2564
124,61,0.0513
124,130,0.0513
124,47,0.0513
405,243,0.0513
405,28,0.0513
405,4,0.0513
405,122,0.0513
405,34,0.0513
405,5,0.0513
405,89,0.0513
405,90,0.0513
405,20,0.0513
405,378,0.1026
405,234,0.0513
405,112,0.1538
405,123,0.1538
405,120,0.1538
405,180,0.1538
405,66,0.1026
405,114,0.0513
405,425,0.0513
405,212,0.1026
405,61,0.0513
254,28,0.1026
254,4,0.1538
254,62,0.0513
254,34,0.0513
254,22,0.0513
254,5,0.0513
254,176,0.1026
254,89,0.0513
254,161,0.1282
254,17,0.0513
254,3,0.1026
254,57,0.1795
254,99,0.1538
254,23,0.1026
254,29,0.0513
254,16,0.0513
254,74,0.1026
254,66,0.1026
254,84,0.0513
254,36,0.2051
254,421,0.1026
254,87,0.0513
254,114,0.0513
254,260,0.1026
254,445,0.1538
254,61,0.1026
254,130,0.0513
254,207,0.0513
451,166,0.0513
451,28,0.0513
451,134,0.0513
451,240,0.0513
451,175,0.0513
451,298,0.1026
451,169,0.0769
451,17,0.1538
451,213,0.1026
451,20,0.1538
451,278,0.0513
451,153,0.0513
451,29,0.2051
451,202,0.0513
451,66,0.0513
451,442,0.0513
451,106,0.1026
451,87,0.0513
300,21,0.0513
300,83,0.0513
300,165,0.0513
300,43,0.0513
300,19,0.2564
300,13,0.2051
300,41,0.1538
300,73,0.1026
300,33,0.1026
300,363,0.0513
300,181,0.0513
300,10,0.1026
300,11,0.2051
300,52,0.1026
300,40,0.1026
24,170,0.0513
24,104,0.1026
24,55,0.2564
24,28,0.1026
24,103,0.1538
24,21,0.3077
24,173,0.1026
24,4,0.1538
24,83,0.1538
24,86,0.0513
24,38,0.1026
24,160,0.2051
24,322,0.5385
24,54,0.1026
24,75,0.0513
24,209,0.0513
24,26,0.1026
24,228,0.3077
24,39,0.2051
24,25,0.1538
24,76,0.0513
24,165,0.0513
24,18,0.1538
24,22,0.0513
24,121,0.1026
24,5,0.1026
24,194,0.1026
24,454,0.0513
24,187,0.2051
24,92,0.0513
24,19,0.6154
24,236,0.5897
24,95,0.2051
24,230,0.0513
24,13,0.5128
24,266,0.0513
24,370,0.0513
24,276,0.0513
24,17,0.1026
24,91,0.1026
24,162,0.0513
24,251,0.0513
24,262,0.1026
24,102,0.2051
24,332,0.0256
24,37,0.1026
24,348,0.1026
24,41,0.4615
24,132,0.0513
24,152,0.0256
24,287,0.0513
24,3,0.2051
24,157,0.1026
24,23,0.0513
24,158,0.0513
24,119,0.1538
24,218,0.1026
24,358,0.0513
24,73,0.2051
24,16,0.1026
24,74,0.0513
24,126,0.1538
24,198,0.0513
24,195,0.1282
24,140,0.1026
24,33,0.4103
24,84,0.1538
24,183,0.0513
24,2,0.1538
24,363,0.1026
24,181,0.1026
24,463,0.2051
24,215,0.2051
24,10,0.2564
24,375,0.1026
24,314,0.2051
24,148,0.2051
24,11,0.4872
24,69,0.0513
24,167,0.0513
24,414,0.0513
24,65,0.2051
24,52,0.1026
24,78,0.0513
24,216,0.0513
24,117,0.1026
24,118,0.0513
24,40,0.3077
24,30,0.1538
24,80,0.0513
24,53,0.1538
24,47,0.1026
499,4,0.0513
499,128,0.0513
499,377,0.1538
499,244,0.2564
499,57,0.0513
499,271,0.0513
499,126,0.0513
499,66,0.0513
499,441,0.1538
499,186,0.0513
326,28,0.0513
326,171,0.0513
326,4,0.1026
326,305,0.0513
326,339,0.0513
326,313,0.0513
326,54,0.0513
326,34,0.0513
326,156,0.0513
326,5,0.1026
326,317,0.0513
326,17,0.0769
326,336,0.0513
326,257,0.0513
326,29,0.0513
326,143,0.0513
326,16,0.0513
326,84,0.1538
326,36,0.0513
326,223,0.0513
326,164,0.0513
326,87,0.0513
326,297,0.0513
326,93,0.0513
326,395,0.0513
326,47,0.0513
185,243,0.0513
185,312,0.0513
185,166,0.0513
185,28,0.0513
185,268,0.0513
185,351,0.0513
185,4,0.1538
185,122,0.0513
185,128,0.1026
185,54,0.0513
185,196,0.0513
185,136,0.2051
185,62,0.1026
185,134,0.0513
185,240,0.0513
185,22,0.0513
185,5,0.0513
185,161,0.0513
185,17,0.0513
185,428,0.1026
185,281,0.0513
185,20,0.0513
185,3,0.1026
185,57,0.1538
185,112,0.1026
185,23,0.1026
185,29,0.0513
185,143,0.0513
185,16,0.0513
185,392,0.0513
185,302,0.0513
185,163,0.0513
185,66,0.1026
185,142,0.0513
185,36,0.0513
185,261,0.0513
185,402,0.0513
185,106,0.0513
185,248,0.0513
185,87,0.0513
185,69,0.1026
185,260,0.0513
185,93,0.0513
185,409,0.2051
185,497,0.0513
185,186,0.0513
185,61,0.0513
185,30,0.0513
185,207,0.0513
185,446,0.0513
185,360,0.1026
170,55,0.3077
170,462,0.0513
170,173,0.2564
170,4,0.0513
170,160,0.1026
170,275,0.2564
170,39,0.3077
170,205,0.0513
170,76,0.0513
170,18,0.0513
170,5,0.1026
170,454,0.0513
170,473,0.3077
170,19,0.1026
170,230,0.2564
170,77,0.0513
170,41,0.1538
170,3,0.1026
170,157,0.2821
170,158,0.0513
170,371,0.0513
170,432,0.2564
170,110,0.0513
170,172,0.0513
170,11,0.1538
170,364,0.2051
204,60,0.0513
204,107,0.1026
204,423,0.0769
204,211,0.1026
204,31,0.1026
204,255,0.0513
204,224,0.0513
204,70,0.1026
204,14,0.1795
204,7,0.1026
204,58,0.1026
204,44,0.1282
204,79,0.0513
204,474,0.0513
204,226,0.0769
204,72,0.0513
204,48,0.0513
204,335,0.0513
204,8,0.1538
204,46,0.0513
204,6,0.2564
204,94,0.2051
204,217,0.0513
204,51,0.1538
204,116,0.1026
204,15,0.1026
204,59,0.0513
204,129,0.0513
204,1,0.1538
204,32,0.1538
204,42,0.0513
204,229,0.0769
204,201,0.0769
204,133,0.0513
204,239,0.0513
204,109,0.0513
204,145,0.0769
204,111,0.0769
204,27,0.0513
104,21,0.0513
104,407,0.1282
104,290,0.4359
104,7,0.0513
104,165,0.1538
104,340,0.3077
104,18,0.1026
104,19,0.1538
104,137,0.0513
104,13,0.0513
104,41,0.0513
104,6,0.2051
104,119,0.2564
104,366,0.1538
104,181,0.2051
104,308,0.2051
104,11,0.4615
104,65,0.2564
104,40,0.1026
104,498,0.1538
104,450,0.1026
243,166,0.0513
243,28,0.0513
243,178,0.0513
243,4,0.1026
243,313,0.0513
243,128,0.0513
243,196,0.0513
243,62,0.0513
243,134,0.0513
243,22,0.1538
243,295,0.0513
243,89,0.1026
243,147,0.0513
243,20,0.1026
243,378,0.1026
243,57,0.1026
243,153,0.0513
243,112,0.1026
243,23,0.0513
243,123,0.1026
243,16,0.0513
243,74,0.0513
243,120,0.1026
243,180,0.1026
243,302,0.0513
243,163,0.0513
243,66,0.0513
243,36,0.1538
243,261,0.0513
243,232,0.1026
243,87,0.0513
243,260,0.0513
243,425,0.1026
243,93,0.0513
243,186,0.0513
243,130,0.0513
243,81,0.0513
243,47,0.0513
100,182,0.2051
100,4,0.0513
100,485,0.2308
100,98,0.1026
100,452,0.0513
100,7,0.1538
100,44,0.1026
100,225,0.1026
100,79,0.2051
100,5,0.1026
100,174,0.0513
100,71,0.1538
100,387,0.0513
100,413,0.1026
100,350,0.1538
100,72,0.1026
100,48,0.1026
100,8,0.2051
100,138,0.1026
100,23,0.1026
100,51,0.1538
100,49,0.2051
100,15,0.2564
100,155,0.1026
100,233,0.1026
100,299,0.0513
100,220,0.1026
100,330,0.0513
100,227,0.0513
100,159,0.0513
100,386,0.2051
100,27,0.1026
55,28,0.1026
55,103,0.1026
55,462,0.1538
55,173,0.2564
55,4,0.0513
55,160,0.2051
55,275,0.359
55,26,0.0513
55,228,0.0513
55,39,0.3077
55,205,0.1026
55,76,0.1538
55,18,0.2051
55,44,0.1026
55,5,0.1026
55,454,0.0513
55,473,0.3077
55,19,0.1538
55,230,0.2564
55,13,0.0513
55,266,0.0513
55,17,0.1026
55,77,0.1538
55,91,0.1538
55,262,0.0513
55,348,0.0513
55,41,0.1538
55,132,0.1026
55,3,0.2564
55,157,0.359
55,158,0.2051
55,371,0.1026
55,16,0.1026
55,126,0.1026
55,33,0.1026
55,432,0.1026
55,110,0.1538
55,399,0.0256
55,172,0.0513
55,11,0.1538
55,117,0.0513
55,364,0.3077
55,47,0.1026
60,411,0.1538
60,107,0.1538
60,4,0.1538
60,423,0.1026
60,211,0.0513
60,31,0.1538
60,255,0.0513
60,98,0.2564
60,224,0.0513
60,70,0.1538
60,14,0.1538
60,7,0.2051
60,58,0.1026
60,62,0.1026
60,18,0.1026
60,44,0.1026
60,22,0.1026
60,79,0.1026
60,5,0.1026
60,226,0.1026
60,72,0.1026
60,48,0.0513
60,237,0.0513
60,335,0.1026
60,8,0.2051
60,336,0.0513
60,46,0.1026
60,6,0.359
60,94,0.1538
60,3,0.4615
60,57,0.1026
60,23,0.2051
60,217,0.0513
60,51,0.2051
60,116,0.1026
60,15,0.1026
60,263,0.0769
60,59,0.1026
60,129,0.0769
60,16,0.1026
60,429,0.1026
60,241,0.1026
60,33,0.1026
60,1,0.2564
60,349,0.0513
60,139,0.1538
60,32,0.1538
60,42,0.1538
60,229,0.1538
60,458,0.1026
60,155,0.1026
60,233,0.0513
60,201,0.1026
60,393,0.2051
60,471,0.1026
60,259,0.0513
60,133,0.1538
60,330,0.0513
60,68,0.1538
60,45,0.1538
60,270,0.0513
60,159,0.0513
60,109,0.0513
60,480,0.0513
60,145,0.0513
60,444,0.0256
60,282,0.0513
60,111,0.0513
60,325,0.1026
60,346,0.1026
60,81,0.1026
60,27,0.1026
60,47,0.1026
406,83,0.2564
406,165,0.0513
406,475,0.2051
406,41,0.0513
406,11,0.1538
406,250,0.2051
406,285,0.2051
311,4,0.1026
311,305,0.0513
311,339,0.0513
311,54,0.0513
311,62,0.0513
311,134,0.0513
311,156,0.0513
311,301,0.0513
311,5,0.0513
311,176,0.1026
311,317,0.0513
311,161,0.0513
311,17,0.0513
311,381,0.0513
311,99,0.1026
311,29,0.0513
311,16,0.0513
311,344,0.0513
311,456,0.0513
311,163,0.0513
311,36,0.1538
311,164,0.0513
311,189,0.0513
311,87,0.0513
311,114,0.0513
311,93,0.1026
311,394,0.0513
311,212,0.0513
311,395,0.0513
311,30,0.0513
311,280,0.0513
311,47,0.0513
312,171,0.0513
312,268,0.0513
312,351,0.0513
312,4,0.0513
312,122,0.0513
312,313,0.0513
312,196,0.0513
312,136,0.1026
312,62,0.0513
312,34,0.0513
312,22,0.0513
312,295,0.1026
312,328,0.0513
312,20,0.1026
312,269,0.1026
312,143,0.0513
312,16,0.1026
312,74,0.0513
312,392,0.0513
312,142,0.0513
312,261,0.1026
312,85,0.0513
312,223,0.0513
312,87,0.0513
312,114,0.0513
312,260,0.0513
312,409,0.0513
312,357,0.1026
312,395,0.0513
312,61,0.1026
312,130,0.0513
312,207,0.0513
312,390,0.0513
166,28,0.0513
166,171,0.0513
166,4,0.0513
166,305,0.1026
166,339,0.0513
166,54,0.0513
166,277,0.1538
166,62,0.1026
166,134,0.0513
166,156,0.1026
166,22,0.0513
166,301,0.0513
166,5,0.0513
166,176,0.1026
166,309,0.0513
166,169,0.0513
166,317,0.0513
166,89,0.0513
166,90,0.0513
166,147,0.0513
166,161,0.0513
166,391,0.0513
166,336,0.0513
166,281,0.0513
166,57,0.0513
166,99,0.1538
166,23,0.0513
166,419,0.0256
166,143,0.1026
166,16,0.0513
166,74,0.0513
166,344,0.1282
166,120,0.0513
166,202,0.0513
166,430,0.0513
166,359,0.1026
166,36,0.2308
166,85,0.0513
166,223,0.0513
166,232,0.0513
166,480,0.0513
166,203,0.0513
166,93,0.2564
166,212,0.1026
166,395,0.0513
166,207,0.0513
166,446,0.0513
166,47,0.0513
28,178,0.1538
28,171,0.0513
28,103,0.1026
28,4,0.1026
28,305,0.0513
28,339,0.0513
28,128,0.1538
28,377,0.1026
28,54,0.2051
28,136,0.1026
28,267,0.0513
28,39,0.1282
28,404,0.0513
28,244,0.2564
28,316,0.2564
28,25,0.0513
28,76,0.0513
28,62,0.0513
28,435,0.1026
28,134,0.0769
28,175,0.0513
28,44,0.2564
28,156,0.1026
28,22,0.3077
28,295,0.0513
28,301,0.0513
28,5,0.1538
28,176,0.0256
28,309,0.0513
28,296,0.1282
28,317,0.0256
28,89,0.2051
28,222,0.1538
28,90,0.1026
28,92,0.0513
28,147,0.1538
28,72,0.1538
28,161,0.1538
28,17,0.0513
28,8,0.3077
28,162,0.1026
28,336,0.0513
28,384,0.1538
28,343,0.0513
28,333,0.1026
28,20,0.0513
28,3,0.1538
28,269,0.2051
28,57,0.4103
28,440,0.1026
28,99,0.0513
28,112,0.2051
28,23,0.2564
28,419,0.0513
28,29,0.0769
28,143,0.1026
28,123,0.0513
28,16,0.1026
28,74,0.2051
28,219,0.1026
28,344,0.0513
28,126,0.1026
28,120,0.1026
28,202,0.1026
28,180,0.1026
28,163,0.2564
28,1,0.1026
28,430,0.0513
28,84,0.1026
28,142,0.1026
28,441,0.2051
28,2,0.1026
28,359,0.0513
28,32,0.1026
28,36,0.2051
28,261,0.0513
28,85,0.2051
28,232,0.1538
28,199,0.0513
28,164,0.1026
28,106,0.0513
28,421,0.1026
28,248,0.0513
28,114,0.0513
28,69,0.0513
28,260,0.0513
28,425,0.0769
28,203,0.0513
28,93,0.0513
28,394,0.1026
28,212,0.1026
28,117,0.1026
28,357,0.0769
28,395,0.0513
28,186,0.0513
28,61,0.1538
28,130,0.1538
28,30,0.1026
28,207,0.1538
28,280,0.2051
28,131,0.0513
28,446,0.0513
28,81,0.2051
28,27,0.1282
28,360,0.1026
28,47,0.1026
168,4,0.0513
168,437,0.2051
168,327,0.1538
168,289,0.2051
168,353,0.1795
168,225,0.0513
168,412,0.1538
168,174,0.1538
168,71,0.2051
168,57,0.0513
168,449,0.1026
168,15,0.1538
168,354,0.1026
168,155,0.0513
168,408,0.1538
168,464,0.1538
168,279,0.1538
168,283,0.1538
178,171,0.0513
178,351,0.0513
178,4,0.1538
178,54,0.0513
178,136,0.1538
178,404,0.0513
178,62,0.0513
178,34,0.0513
178,134,0.0513
178,156,0.0513
178,22,0.1026
178,301,0.0513
178,5,0.1538
178,176,0.1026
178,90,0.1538
178,147,0.1026
178,380,0.0513
178,161,0.0513
178,17,0.0513
178,336,0.0513
178,343,0.0513
178,281,0.0513
178,177,0.0513
178,257,0.0513
178,20,0.0513
178,3,0.1538
178,57,0.0513
178,99,0.1538
178,23,0.0513
178,29,0.0513
178,16,0.1538
178,219,0.0513
178,120,0.0513
178,180,0.0513
178,302,0.0513
178,163,0.0513
178,36,0.1538
178,85,0.0513
178,232,0.0513
178,199,0.0513
178,106,0.0513
178,421,0.0513
178,189,0.0513
178,321,0.0513
178,87,0.0513
178,260,0.0513
178,203,0.0513
178,93,0.1538
178,212,0.0513
178,117,0.0513
178,130,0.0513
178,30,0.1026
171,268,0.0513
171,103,0.0513
171,4,0.1026
171,122,0.0513
171,313,0.0513
171,54,0.1026
171,196,0.1026
171,136,0.0513
171,76,0.0513
171,434,0.0513
171,62,0.1026
171,34,0.0513
171,331,0.0513
171,134,0.0513
171,240,0.0513
171,175,0.0513
171,22,0.1538
171,5,0.1282
171,89,0.0513
171,256,0.0513
171,90,0.0513
171,92,0.1026
171,328,0.0513
171,17,0.0513
171,337,0.0513
171,213,0.0513
171,177,0.0513
171,20,0.1026
171,3,0.1538
171,57,0.0513
171,153,0.1026
171,23,0.1026
171,29,0.1026
171,143,0.1026
171,291,0.0513
171,16,0.0513
171,74,0.0513
171,219,0.0513
171,456,0.0513
171,66,0.0513
171,84,0.0513
171,142,0.0513
171,85,0.1026
171,223,0.0513
171,164,0.0513
171,496,0.0513
171,442,0.0513
171,106,0.0513
171,189,0.0513
171,87,0.0513
171,114,0.0513
171,69,0.0513
171,203,0.0513
171,117,0.1026
171,395,0.0513
171,61,0.0513
171,30,0.0513
171,192,0.0513
171,131,0.1026
171,360,0.0513
171,47,0.0513
411,107,0.1026
411,211,0.0513
411,31,0.1026
411,70,0.1026
411,58,0.0513
411,44,0.0513
411,79,0.0769
411,72,0.0513
411,8,0.1026
411,46,0.0513
411,94,0.0513
411,51,0.1538
411,116,0.1026
411,59,0.0513
411,1,0.1538
411,32,0.1026
411,42,0.0513
411,111,0.0513
268,351,0.0513
268,313,0.0513
268,62,0.0513
268,156,0.0513
268,309,0.0513
268,317,0.0513
268,428,0.0513
268,281,0.0513
268,492,0.0513
268,57,0.0513
268,23,0.0513
268,29,0.0513
268,456,0.0513
268,163,0.0513
268,142,0.0513
268,36,0.0513
268,223,0.0513
268,232,0.0513
268,402,0.0513
268,480,0.0513
268,248,0.0513
268,260,0.0513
268,93,0.0513
268,497,0.0513
268,395,0.0513
268,207,0.0513
268,280,0.1026
268,131,0.0513
268,446,0.0513
107,423,0.0769
107,211,0.1282
107,31,0.2051
107,255,0.1026
107,98,0.0513
107,224,0.0513
107,448,0.1026
107,14,0.1538
107,7,0.1538
107,58,0.1538
107,44,0.0513
107,79,0.1538
107,491,0.0513
107,474,0.0513
107,226,0.0769
107,48,0.0513
107,237,0.1026
107,335,0.0769
107,8,0.1538
107,46,0.1538
107,6,0.1282
107,3,0.2051
107,477,0.0769
107,345,0.0513
107,217,0.0769
107,51,0.1026
107,116,0.1026
107,284,0.1026
107,15,0.1282
107,263,0.0769
107,59,0.1026
107,129,0.1026
107,429,0.0513
107,241,0.0513
107,374,0.0769
107,1,0.1538
107,401,0.1026
107,349,0.0513
107,32,0.1026
107,42,0.1795
107,229,0.1026
107,233,0.0513
107,201,0.1538
107,471,0.0769
107,259,0.1026
107,133,0.1026
107,239,0.1026
107,367,0.1026
107,68,0.0769
107,45,0.0513
107,159,0.0769
107,109,0.1538
107,145,0.1026
107,111,0.1026
107,27,0.0513
490,31,0.1026
490,98,0.0513
490,7,0.1026
490,44,0.0513
490,48,0.0513
490,6,0.0513
490,15,0.1026
490,299,0.0513
351,122,0.0513
351,313,0.0513
351,196,0.0513
351,34,0.1538
351,22,0.0513
351,295,0.1026
351,317,0.0513
351,89,0.0513
351,328,0.0513
351,281,0.0513
351,269,0.0513
351,234,0.0513
351,23,0.0513
351,123,0.0513
351,16,0.1538
351,74,0.0513
351,219,0.0513
351,392,0.0513
351,223,0.0513
351,87,0.0513
351,114,0.0513
351,203,0.0513
351,497,0.0513
351,357,0.0513
351,395,0.0513
351,390,0.0513
103,21,0.1026
103,4,0.1538
103,83,0.0513
103,128,0.1026
103,54,0.1026
103,433,0.0513
103,25,0.0513
103,205,0.1026
103,76,0.1026
103,18,0.1538
103,435,0.0513
103,467,0.0513
103,22,0.1026
103,5,0.1026
103,89,0.1026
103,372,0.1026
103,380,0.1026
103,17,0.1026
103,77,0.1538
103,8,0.1026
103,91,0.1026
103,373,0.1026
103,132,0.1538
103,177,0.1026
103,3,0.1026
103,271,0.0513
103,23,0.0513
103,29,0.0513
103,158,0.1026
103,318,0.1026
103,16,0.1026
103,74,0.1026
103,126,0.0513
103,2,0.1026
103,110,0.1538
103,399,0.1026
103,172,0.1026
103,389,0.1026
103,69,0.0513
103,203,0.0513
103,324,0.1538
103,117,0.0513
103,186,0.1026
103,30,0.1026
103,27,0.0513
103,47,0.1026
21,4,0.1026
21,83,0.1026
21,86,0.2051
21,249,0.1538
21,38,0.4103
21,322,0.0513
21,75,0.0513
21,26,0.3077
21,400,0.1538
21,228,0.0513
21,438,0.1026
21,39,0.0513
21,108,0.0513
21,245,0.1026
21,76,0.0513
21,165,0.0513
21,18,0.1026
21,121,0.1538
21,194,0.0513
21,150,0.2564
21,187,0.1026
21,188,0.2051
21,221,0.2564
21,43,0.5641
21,19,0.1538
21,236,0.0513
21,125,0.1538
21,13,0.1538
21,266,0.0513
21,17,0.1026
21,77,0.0513
21,347,0.2051
21,251,0.0513
21,190,0.2564
21,102,0.1026
21,37,0.2821
21,348,0.0513
21,41,0.1538
21,113,0.2051
21,152,0.0513
21,6,0.1026
21,3,0.0513
21,197,0.1026
21,252,0.1026
21,119,0.0513
21,358,0.0513
21,73,0.1538
21,214,0.1026
21,126,0.1026
21,198,0.1538
21,88,0.3077
21,140,0.1538
21,33,0.3077
21,2,0.2051
21,363,0.0513
21,181,0.0513
21,463,0.0513
21,215,0.0513
21,10,0.3077
21,375,0.1026
21,314,0.1026
21,479,0.0513
21,110,0.0513
21,148,0.1026
21,63,0.359
21,115,0.2051
21,11,0.1795
21,206,0.1538
21,69,0.1026
21,414,0.0513
21,65,0.0513
21,149,0.1538
21,78,0.2564
21,118,0.2564
21,40,0.2051
21,105,0.2564
21,146,0.1538
21,101,0.1538
21,210,0.3077
21,80,0.2564
21,329,0.2051
21,35,0.2564
21,53,0.3077
21,482,0.1026
21,286,0.1538
21,96,0.0513
462,275,0.1026
462,205,0.1026
462,76,0.0769
462,18,0.1538
462,77,0.1026
462,132,0.0513
462,157,0.0513
462,158,0.1026
462,110,0.1026
462,172,0.1538
182,4,0.0513
182,452,0.1026
182,7,0.0513
182,225,0.1026
182,22,0.0513
182,301,0.0513
182,5,0.0513
182,71,0.1026
182,413,0.0513
182,350,0.1026
182,48,0.0513
182,8,0.0513
182,138,0.1026
182,57,0.0513
182,23,0.1538
182,49,0.0513
182,15,0.1538
182,163,0.0513
182,420,0.0513
182,155,0.1538
182,233,0.0513
182,220,0.0513
182,159,0.0513
182,445,0.0513
173,228,0.2564
173,39,0.3077
173,76,0.0513
173,18,0.0513
173,454,0.3077
173,19,0.1026
173,230,0.1538
173,37,0.0513
173,348,0.0513
173,41,0.0513
173,157,0.1538
173,432,0.0513
173,314,0.0513
173,11,0.2051
4,31,0.1026
4,160,0.0513
4,128,0.3077
4,377,0.0513
4,54,0.2051
4,136,0.1538
4,98,0.0513
4,224,0.1026
4,267,0.0513
4,39,0.1026
4,7,0.2821
4,404,0.1026
4,244,0.1026
4,316,0.1026
4,76,0.0513
4,58,0.1538
4,62,0.1538
4,34,0.1538
4,18,0.1538
4,134,0.2308
4,175,0.0513
4,341,0.1538
4,44,0.2051
4,225,0.1026
4,156,0.0513
4,22,0.1538
4,295,0.1026
4,5,0.1026
4,174,0.0513
4,169,0.0513
4,296,0.1282
4,71,0.1026
4,89,0.1026
4,256,0.1026
4,222,0.1026
4,90,0.1538
4,187,0.1538
4,350,0.0513
4,92,0.1538
4,147,0.0513
4,19,0.1538
4,95,0.1538
4,72,0.2564
4,48,0.1538
4,13,0.1538
4,276,0.0513
4,17,0.1538
4,77,0.1026
4,391,0.0513
4,8,0.5641
4,91,0.1026
4,162,0.1026
4,336,0.1538
4,102,0.0513
4,281,0.0513
4,41,0.1538
4,333,0.0513
4,6,0.2051
4,213,0.0513
4,177,0.1026
4,82,0.1026
4,381,0.0513
4,20,0.0513
4,287,0.0256
4,3,0.1538
4,138,0.1026
4,269,0.1538
4,57,0.1538
4,440,0.1026
4,271,0.0513
4,99,0.0513
4,278,0.0513
4,153,0.0513
4,234,0.1026
4,112,0.1795
4,23,0.1538
4,29,0.2051
4,158,0.0513
4,49,0.1538
4,15,0.4359
4,143,0.1026
4,123,0.2821
4,371,0.1026
4,59,0.1026
4,291,0.0513
4,16,0.1026
4,74,0.1026
4,219,0.1538
4,126,0.1026
4,120,0.1026
4,202,0.1538
4,33,0.1538
4,180,0.1282
4,323,0.1026
4,302,0.0513
4,163,0.0513
4,1,0.5128
4,430,0.0513
4,431,0.1026
4,84,0.1538
4,142,0.1026
4,441,0.0513
4,2,0.2051
4,32,0.2051
4,229,0.1026
4,261,0.2051
4,85,0.2564
4,478,0.0256
4,155,0.0513
4,233,0.1795
4,10,0.1538
4,232,0.0513
4,199,0.0513
4,164,0.1026
4,110,0.1026
4,106,0.0513
4,220,0.1026
4,421,0.1026
4,330,0.0513
4,68,0.1538
4,45,0.2051
4,148,0.1538
4,11,0.1026
4,189,0.0513
4,109,0.1026
4,248,0.1026
4,321,0.0513
4,114,0.1026
4,297,0.1026
4,69,0.1026
4,167,0.0513
4,282,0.1026
4,216,0.0513
4,427,0.1026
4,93,0.0513
4,212,0.3077
4,117,0.1538
4,40,0.0513
4,357,0.1026
4,186,0.1538
4,61,0.1538
4,130,0.1538
4,30,0.2051
4,207,0.1026
4,280,0.0513
4,390,0.1026
4,131,0.1026
4,446,0.0513
4,80,0.0513
4,488,0.0513
4,81,0.3077
4,27,0.3077
